ID,YEAR_STA,TARGET,WHERE,REGIOTYP,BUYPOWER,CASATYP,STRTYP,VAL_TIER,FAMGROUP,AGEGROUP,ANTDT,ANZHH,ANZGEW,CAR_DENS,CAR_PERF,PROB_BUS,PROB_AUT,PROB_JEE,TYP1,TYP2,TYP3,TYP4,TYP5,TYP6,TYP7,TYP8,TYP9,PROB_DAILY,PHARM1,PHARM2,PHARM3,PHARM4,PHARM5,PHARM6
"339,032","1,996",0,0,14,8,2,1,7,7,5,9,5,0,8,3,0,2,0,3,7,2,4,5,3,3,5,1,3,1,6,7,5,7,1
"374,672","1,997",0,0,12,7,3,1,9,3,2,1,5,3,10,5,3,9,0,7,1,7,5,3,2,7,1,3,3,2,5,5,4,5,5
"357,775","1,996",0,0,13,7,1,3,8,3,4,4,2,0,4,3,0,8,0,3,3,1,5,2,1,1,2,4,8,4,5,2,3,3,5
"391,083","1,997",0,0,15,4,2,1,9,7,4,6,3,0,2,5,6,1,0,7,5,6,1,3,7,4,1,7,8,7,7,3,5,2,1
"283,618","1,995",0,0,15,3,1,4,1,9,5,8,2,1,5,9,0,1,3,1,7,1,1,7,7,1,7,7,7,3,3,5,7,3,3
"94,888","1,991",0,0,11,4,1,3,8,8,4,5,1,1,3,8,0,8,2,4,5,4,4,2,5,6,6,5,1,5,3,3,6,6,2
"354,266","1,996",0,0,14,6,2,1,3,6,6,8,4,0,7,9,0,7,2,7,6,7,2,1,6,2,7,1,7,1,7,6,2,3,3
"386,011","1,997",0,0,13,7,1,2,5,2,3,1,2,0,5,4,3,5,1,6,6,1,1,1,3,2,4,4,2,6,3,5,2,5,7
"353,313","1,996",0,0,13,2,1,1,1,1,6,6,1,0,4,3,6,6,2,7,5,5,7,5,5,2,5,3,2,5,3,6,2,6,2
"340,879","1,996",0,0,12,4,1,1,8,3,4,4,2,0,7,5,6,5,2,1,1,2,2,6,7,1,7,3,8,2,4,7,4,6,4
"49,788","1,990",0,0,12,6,2,1,5,9,4,2,5,0,8,6,3,1,2,6,1,5,5,6,5,5,4,4,1,6,4,7,4,6,5
"346,737","1,996",0,0,11,6,1,3,8,7,5,2,2,0,5,6,3,2,2,2,1,6,3,4,4,6,4,5,1,6,5,3,3,6,1
"12,919","1,993",0,0,11,6,1,1,7,1,5,6,2,0,4,3,3,3,0,5,4,7,5,7,6,4,7,6,3,1,2,4,7,6,3
"48,127","1,993",0,0,13,8,1,1,3,3,5,7,1,0,2,6,6,1,2,4,5,1,1,4,7,1,5,6,3,4,7,3,1,7,2
"48,673","1,991",0,0,15,6,1,3,2,7,6,7,1,0,8,8,0,4,2,4,7,7,3,3,6,5,1,2,4,3,6,5,4,6,4
"256,516","1,995",0,0,16,1,2,4,8,5,4,2,2,2,10,3,3,5,2,4,3,2,1,2,6,6,6,6,2,1,5,5,7,3,4
"353,282","1,996",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"66,563","1,979",0,0,12,9,5,1,6,3,5,3,25,1,4,9,0,2,0,5,4,7,3,6,4,3,1,5,8,5,2,4,3,4,5
"252,807","1,994",0,0,12,7,3,1,5,5,3,8,6,0,5,2,3,1,0,1,6,1,5,3,6,2,7,3,1,1,5,5,4,7,3
"64,666","1,993",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"375,789","1,997",0,1,13,-4,1,3,7,9,5,9,1,1,9,6,0,4,1,1,3,3,5,5,3,4,1,1,,3,5,3,1,6,1
"384,030","1,997",0,1,14,-8,2,3,9,6,3,6,5,0,10,1,3,5,2,5,5,4,5,2,5,5,1,5,,7,7,7,5,7,7
"291,409","1,995",0,0,14,2,1,1,3,4,5,6,2,0,6,4,6,5,3,3,2,3,1,4,4,6,2,1,7,2,7,6,6,2,5
"54,224","1,979",0,0,12,9,1,2,4,8,5,2,1,0,7,10,6,7,2,6,6,5,4,5,7,2,5,3,6,7,3,1,4,6,2
"305,203","1,995",0,0,14,1,1,1,9,5,4,9,1,0,10,1,6,9,1,4,5,3,1,7,7,1,3,1,1,2,1,7,5,3,2
"273,478","1,995",0,0,11,3,1,1,4,3,6,2,2,0,1,2,6,2,0,4,4,4,7,3,4,7,4,5,2,4,6,2,5,4,5
"357,201","1,996",0,0,12,9,2,1,4,5,4,7,5,1,6,2,3,5,0,7,1,4,6,5,6,3,2,7,3,7,5,6,1,2,5
"323,852","1,996",0,0,12,9,1,1,3,1,4,2,1,0,5,7,3,3,0,5,1,7,6,3,6,6,2,6,6,2,1,5,2,5,7
"23,640","1,992",0,0,15,3,1,1,6,8,5,1,1,0,4,10,6,1,2,3,6,2,1,7,7,1,4,6,2,5,4,7,5,3,3
"393,526","1,997",0,0,13,2,2,1,4,4,5,4,3,1,8,8,3,5,1,2,7,1,1,1,4,6,1,3,6,5,4,1,2,2,6
"26,830","1,993",0,0,12,7,2,1,2,5,4,5,5,1,7,3,0,9,0,4,1,7,4,1,2,7,1,2,5,1,3,5,6,2,5
"239,605","1,994",0,0,13,9,2,1,2,7,4,9,3,0,5,10,0,3,3,7,4,3,6,2,2,6,6,5,1,4,5,1,4,7,2
"392,457","1,997",0,1,13,-3,1,1,4,9,3,8,2,0,9,1,3,7,0,2,5,5,1,3,5,5,5,5,,2,3,3,5,2,3
"391,402","1,997",0,0,16,1,1,1,2,7,5,3,2,0,6,5,3,6,0,6,7,1,6,5,7,1,5,2,4,3,6,1,4,3,6
"379,251","1,997",0,0,16,1,1,1,2,4,5,7,1,0,3,6,6,6,2,5,7,2,6,6,6,3,2,5,3,2,6,1,1,3,6
"330,448","1,996",0,0,12,4,1,2,5,5,5,8,2,0,8,9,3,3,0,6,1,5,7,3,4,6,4,7,4,1,5,5,4,4,6
"382,737","1,997",0,0,15,2,1,1,1,9,4,8,1,0,10,9,6,6,0,2,2,2,6,3,3,4,3,3,3,2,6,1,7,2,5
"41,551","1,992",0,0,12,8,1,1,2,4,5,3,2,0,5,9,6,2,2,2,7,4,7,1,1,5,2,7,5,7,1,5,4,4,7
"8,375","1,981",0,0,11,2,1,1,1,3,5,4,2,0,6,8,3,2,0,1,6,3,1,4,2,5,7,6,4,5,2,4,6,5,6
"357,788","1,996",0,0,13,6,2,3,8,9,5,8,3,0,6,7,6,5,3,6,1,1,1,4,5,2,4,6,5,6,5,7,5,6,3
"379,593","1,997",0,0,13,5,3,1,9,2,4,3,6,0,8,6,0,8,0,2,5,3,4,2,3,1,5,5,2,4,4,5,6,7,4
"101,892","1,992",0,0,14,1,1,1,4,9,5,1,1,0,10,6,6,8,3,6,1,1,5,6,1,6,1,3,1,1,7,6,1,3,6
"101,953","1,993",0,0,13,7,2,1,8,2,4,3,4,0,6,6,3,8,0,2,6,6,6,4,1,4,2,5,1,3,1,2,2,7,4
"87,835","1,992",0,1,16,-9,1,3,6,8,4,7,2,0,10,7,6,3,3,2,4,3,4,1,1,3,3,1,,7,2,7,1,4,6
"387,690","1,997",0,0,16,3,2,3,8,7,3,3,5,0,6,6,3,9,2,7,5,1,3,7,2,1,3,4,3,2,7,6,3,5,4
"290,238","1,995",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"300,168","1,995",0,1,16,-6,1,3,9,9,3,9,1,1,10,1,,7,1,,,,,,,,,,,,,,,,
"354,020","1,996",0,0,12,5,3,1,4,3,3,8,7,0,5,8,0,7,0,7,6,3,7,7,7,6,7,5,1,1,5,5,3,5,4
"222,326","1,994",0,1,12,-4,1,1,1,7,5,5,1,1,10,5,3,4,1,2,4,3,3,5,5,4,3,2,,7,3,2,4,3,6
"389,779","1,997",0,0,14,7,2,3,5,7,5,2,3,0,9,7,3,5,2,7,3,2,2,7,7,1,4,5,5,2,7,6,3,5,5
"9,803","1,992",0,0,16,2,2,4,2,4,6,6,4,0,4,8,6,1,2,7,3,7,1,7,3,1,6,6,2,1,4,7,7,4,1
"95,538","1,988",0,0,12,6,1,1,2,5,4,6,1,0,6,10,0,7,1,1,7,6,4,1,6,6,1,7,3,1,2,5,6,3,5
"79,333","1,993",0,1,11,-5,3,1,3,3,5,8,7,1,4,1,0,2,0,1,3,3,3,2,3,4,1,1,,1,5,7,4,4,4
"315,729","1,996",0,1,16,-9,2,1,2,4,4,5,3,0,7,1,,4,0,,,,,,,,,,,6,1,1,7,5,7
"391,503","1,997",0,0,12,4,1,1,5,7,5,6,1,0,2,7,0,4,3,7,7,6,7,1,1,7,5,7,8,3,2,5,7,3,1
"251,374","1,994",0,0,12,8,2,1,3,8,4,5,3,0,7,9,3,1,0,4,6,4,4,3,5,7,2,4,5,4,1,4,4,1,7
"332,506","1,996",0,1,13,-7,5,1,9,4,3,3,20,2,3,8,0,8,0,3,5,3,5,4,2,4,3,5,,4,1,1,1,7,3
"54,148","1,977",0,0,16,3,1,3,3,5,4,7,1,0,3,5,6,9,0,3,7,3,7,6,5,5,4,6,6,4,3,7,3,3,1
"311,412","1,995",0,0,13,2,1,1,7,7,3,4,1,0,7,5,6,8,1,2,5,7,7,5,3,5,2,7,5,4,5,4,4,5,4
"316,382","1,996",0,0,15,8,2,1,5,9,4,8,3,2,10,6,6,5,1,6,3,1,6,1,2,1,4,3,3,5,5,3,6,2,1
"295,315","1,995",0,0,14,3,3,1,9,6,4,8,8,0,7,4,0,9,2,6,7,3,5,7,2,2,1,1,1,2,7,6,5,3,1
"42,554","1,989",0,0,11,2,1,1,5,6,4,5,1,0,7,10,6,3,2,5,2,2,4,4,5,5,2,5,5,3,6,2,5,4,2
"355,131","1,996",0,0,14,2,1,1,2,2,5,3,2,0,9,8,3,7,2,1,7,5,6,6,4,1,6,7,7,3,4,7,7,2,1
"97,044","1,989",0,0,14,6,1,1,4,8,4,8,1,0,5,5,6,6,0,1,6,1,3,7,3,3,7,2,5,6,2,4,7,1,5
"227,728","1,994",0,0,11,3,1,1,2,3,4,3,1,0,6,7,6,7,3,2,5,1,2,7,4,5,7,4,8,4,6,2,5,3,1
"28,346","1,993",0,0,12,7,1,1,5,6,4,7,1,0,6,9,0,4,0,7,1,1,3,1,6,1,6,1,4,7,3,2,3,7,3
"361,284","1,996",0,0,14,2,1,1,5,3,5,6,1,0,7,5,3,7,0,5,5,2,6,4,2,4,4,3,1,6,6,2,6,2,5
"357,810","1,996",0,0,15,3,1,1,4,8,3,8,1,0,8,5,6,4,0,5,6,4,4,1,6,4,1,1,6,4,7,2,6,1,5
"92,844","1,992",0,1,12,-4,1,1,5,6,4,9,1,0,7,1,3,2,0,1,1,5,4,5,2,1,3,1,,3,2,7,2,5,5
"226,507","1,994",0,0,14,8,3,2,5,9,4,3,5,2,5,10,0,4,0,7,1,1,1,5,1,3,1,3,8,7,7,7,3,7,5
"54,979","1,991",0,0,14,1,2,1,2,8,5,8,3,0,7,7,0,7,3,7,4,2,2,1,1,1,6,5,6,2,2,4,6,1,3
"355,994","1,996",0,0,12,7,3,3,6,5,3,7,6,1,8,3,0,5,1,6,1,3,1,2,3,7,1,4,3,5,5,6,2,2,4
"375,322","1,997",0,0,11,6,3,3,9,4,4,2,6,1,5,4,6,7,0,5,5,6,7,7,7,2,6,7,1,2,7,1,4,1,1
"340,365","1,996",0,1,15,-9,3,1,4,5,5,8,6,0,8,4,0,6,1,3,1,3,4,1,5,3,2,5,,3,1,4,6,6,6
"347,472","1,996",0,0,14,3,1,3,2,8,4,1,1,0,10,6,6,8,1,6,1,7,1,1,1,1,5,3,3,2,3,4,7,2,3
"59,771","1,984",0,0,11,6,3,4,7,2,4,1,8,0,1,4,3,7,3,6,1,7,6,1,1,7,7,7,3,6,5,2,3,5,1
"327,081","1,996",0,0,11,8,2,1,9,4,5,7,5,1,7,7,0,6,3,6,4,6,7,7,5,6,4,5,2,4,3,6,2,7,3
"268,032","1,995",0,0,14,3,1,1,2,8,4,8,1,0,9,6,6,8,2,1,1,1,1,4,1,1,2,3,7,1,7,6,6,2,4
"362,759","1,996",0,1,16,-9,2,1,4,6,5,7,3,0,4,4,,5,2,,,,,,,,,,,,,,,,
"352,854","1,996",0,0,13,5,3,2,9,1,3,1,6,0,2,3,3,9,0,1,2,1,7,2,6,2,6,1,1,4,4,1,6,3,4
"374,237","1,997",0,0,16,3,1,3,2,8,5,4,2,0,9,8,6,9,2,1,1,1,7,7,6,5,3,4,5,4,6,2,4,3,6
"242,029","1,994",0,0,11,4,2,1,7,6,5,2,5,1,6,9,0,9,2,2,3,6,6,7,4,5,7,4,2,2,2,5,5,7,6
"8,906","1,981",0,0,15,8,2,1,4,2,5,5,5,0,4,10,0,2,3,1,6,6,3,4,1,6,3,3,7,5,1,1,7,1,3
"367,370","1,996",0,0,14,2,1,1,3,3,4,8,1,0,8,8,6,8,0,5,4,7,7,7,3,6,7,2,1,5,6,1,7,1,6
"370,550","1,997",0,0,11,4,0,5,4,9,4,7,2,7,6,8,6,6,0,1,1,1,2,1,1,7,2,7,2,6,6,5,3,3,2
"331,934","1,996",0,0,16,1,1,1,4,8,3,6,1,0,8,5,6,9,2,6,7,1,7,2,4,7,2,5,5,1,4,7,3,4,2
"385,103","1,997",0,0,15,6,5,3,6,2,5,3,47,2,9,5,0,4,1,7,2,1,6,1,2,1,5,7,1,3,2,5,5,1,1
"232,454","1,994",0,1,13,-7,3,1,4,1,6,4,8,2,9,3,0,6,0,4,4,3,5,2,2,4,3,5,,1,5,3,3,1,6
"252,010","1,994",0,0,16,5,2,3,6,5,4,8,4,1,3,10,0,2,3,2,7,1,5,4,5,7,7,6,8,2,2,7,7,1,1
"323,346","1,996",0,0,12,8,1,3,7,3,4,9,2,0,3,5,6,9,2,4,1,7,7,2,7,7,7,7,3,2,6,3,4,7,1
"9,073","1,979",0,0,15,4,1,3,4,8,4,3,2,0,10,9,6,6,2,2,6,3,4,6,1,6,4,1,4,2,1,3,7,2,4
"277,773","1,995",0,0,16,1,1,1,3,1,5,7,1,0,10,2,3,8,1,6,6,3,4,7,4,2,3,4,8,5,3,7,2,7,5
"360,748","1,996",0,0,16,1,1,1,2,9,5,9,1,0,7,1,3,3,0,4,6,7,1,2,1,2,2,2,7,1,3,7,5,4,1
"209,870","1,994",0,0,12,6,1,1,3,7,4,6,1,0,7,1,6,5,3,1,5,6,7,7,1,7,4,3,7,3,5,3,6,2,3
"382,548","1,997",0,0,14,2,1,1,6,4,3,3,1,0,10,8,0,9,0,6,5,2,6,5,1,6,6,4,8,1,4,5,7,3,4
"354,376","1,996",0,0,11,8,3,1,7,1,2,5,9,0,2,5,0,5,3,1,5,6,1,4,1,6,6,5,4,4,3,5,5,5,7
"318,947","1,996",0,1,13,-5,1,1,9,6,5,9,1,0,7,3,0,7,0,4,1,2,2,3,2,1,1,4,,6,2,4,1,5,7
"37,410","1,991",0,0,16,1,1,2,7,7,5,7,1,0,4,3,6,7,3,5,1,2,4,1,4,4,6,2,1,5,7,1,5,4,3
"89,437","1,991",0,0,16,2,1,1,1,5,4,6,1,0,10,7,6,7,0,4,1,2,7,7,2,7,6,5,8,6,5,5,7,7,2
"315,738","1,996",0,1,16,-9,1,1,1,8,4,6,1,0,1,1,0,2,0,1,2,1,5,2,3,4,5,1,,7,2,7,4,3,6
"352,388","1,996",0,0,16,1,1,3,8,2,3,4,2,0,10,3,6,8,3,7,7,1,1,2,6,7,4,6,5,1,4,5,7,3,3
"73,474","1,989",0,0,16,1,1,1,5,4,4,9,1,0,7,7,6,9,2,5,4,4,2,7,4,1,3,2,2,2,1,7,7,1,2
"344,025","1,996",0,1,11,-1,4,1,9,5,3,3,18,1,5,3,3,7,0,3,4,4,3,2,3,4,2,1,,1,5,1,4,7,6
"298,901","1,995",0,1,13,-1,1,2,7,5,3,7,1,0,3,5,6,9,0,1,5,5,1,4,5,5,5,5,,3,3,2,2,5,3
"55,749","1,992",0,0,14,1,2,1,1,5,5,5,3,2,6,1,6,6,3,4,1,7,2,4,1,4,3,1,1,2,1,7,5,3,3
"56,563","1,993",0,0,16,1,1,1,3,5,5,5,1,0,4,4,6,1,0,5,7,4,5,1,5,2,5,6,4,2,7,1,5,2,4
"326,848","1,996",0,0,14,8,1,1,5,8,6,3,1,0,8,5,6,3,3,3,1,5,2,4,1,3,3,4,5,7,5,5,6,3,2
"97,357","1,992",0,0,16,2,2,1,4,4,4,9,4,0,7,6,6,5,1,7,1,3,2,1,6,7,4,6,7,4,4,4,6,3,3
"255,655","1,994",0,0,15,1,1,1,1,8,6,7,1,0,5,6,6,3,2,5,7,2,1,3,1,1,2,2,2,2,4,7,5,4,4
"367,364","1,996",0,0,11,4,3,1,9,8,2,1,8,0,4,5,3,9,0,7,3,2,7,6,6,2,4,6,3,3,5,4,4,7,2
"386,849","1,997",0,1,13,-3,2,1,8,7,3,7,3,0,4,3,0,7,0,3,4,2,4,5,4,1,3,3,,1,1,7,3,4,7
"57,611","1,993",0,0,16,1,1,3,1,7,6,9,2,0,5,5,6,7,2,3,3,4,6,7,7,6,3,3,7,4,4,7,3,3,1
"236,180","1,994",0,1,14,-9,1,1,4,5,6,5,1,0,5,1,0,2,1,5,1,2,4,5,1,1,3,5,,2,4,7,2,1,6
"82,503","1,900",0,1,13,-1,1,1,1,6,4,6,1,0,4,9,0,1,0,2,4,1,3,4,3,2,4,4,,7,2,1,1,7,1
"90,840","1,993",0,0,16,3,1,1,4,7,4,2,1,0,7,7,6,7,0,5,1,7,1,1,1,4,2,4,8,1,4,4,7,2,3
"261,044","1,995",0,0,13,7,2,2,7,1,4,7,3,1,3,8,3,9,3,1,5,1,4,1,4,5,1,5,3,6,6,1,2,2,1
"356,458","1,996",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9,825","1,974",0,0,15,6,1,1,6,4,4,4,1,2,6,3,6,1,2,1,1,5,1,3,5,5,6,5,6,4,4,2,6,2,5
"235,451","1,994",0,0,14,9,1,1,2,6,5,4,2,0,9,6,6,2,2,5,5,6,5,4,1,7,7,4,8,5,1,2,7,1,4
"86,313","1,992",0,1,13,-3,3,1,4,7,3,8,8,0,7,2,3,3,3,4,3,3,2,4,4,5,1,4,,2,5,1,2,7,6
"314,560","1,996",0,0,16,2,1,4,5,7,5,9,2,0,8,6,6,1,1,5,7,5,7,1,5,5,2,4,7,4,4,7,3,3,1
"390,791","1,997",0,1,12,-5,1,1,4,6,4,2,1,0,9,1,0,5,0,3,3,5,5,3,4,1,2,2,,6,2,1,5,5,6
"334,323","1,996",0,0,11,8,1,1,5,5,5,2,2,0,6,7,3,5,1,7,7,3,2,7,5,2,2,6,2,3,2,3,6,3,7
"207,329","1,994",0,1,13,-5,1,1,1,7,4,7,1,0,10,4,3,1,1,2,2,2,1,3,5,5,4,5,,7,3,1,1,7,7
"85,069","1,992",0,1,15,-8,2,4,7,8,2,6,4,0,6,4,0,2,0,5,3,1,1,5,3,1,5,1,,7,2,7,3,5,1
"214,448","1,994",0,0,11,3,1,1,3,7,5,8,1,0,5,4,3,6,0,4,1,2,4,2,6,2,3,5,5,6,6,2,5,3,3
"333,630","1,996",0,0,14,6,1,1,1,1,5,7,2,0,6,6,6,2,0,7,6,6,5,4,3,4,6,2,4,4,2,2,7,3,6
"87,270","1,992",0,1,11,-5,5,2,9,1,4,4,92,3,2,2,3,5,0,4,1,5,1,1,4,4,3,1,,2,2,7,4,6,3
"337,208","1,996",0,1,14,-8,1,1,1,6,5,9,1,0,10,2,0,8,1,3,2,5,4,4,5,4,3,2,,4,2,7,4,4,7
"330,401","1,996",0,0,12,7,1,1,5,9,4,9,2,0,6,10,3,3,2,2,4,6,6,4,4,5,6,6,7,7,3,3,3,5,3
"58,320","1,991",0,0,14,6,1,3,6,2,4,7,1,0,4,10,6,1,3,4,1,1,5,3,7,1,1,2,7,1,2,6,6,4,4
"71,275","1,992",0,0,16,1,1,1,8,9,4,7,2,0,7,6,6,6,1,3,7,1,1,6,4,1,5,1,5,1,2,7,6,3,2
"238,266","1,994",0,0,11,8,3,1,8,6,4,7,7,0,6,7,3,7,2,2,3,2,2,6,6,2,1,7,3,7,6,4,3,2,3
"336,641","1,996",0,0,12,8,2,4,4,5,4,2,3,0,4,4,6,3,2,6,3,7,5,3,2,5,2,5,5,3,3,5,1,7,6
"336,342","1,996",0,0,14,6,1,1,3,9,4,2,2,0,10,5,6,5,0,7,1,5,4,5,3,7,7,7,6,2,5,7,6,4,4
"7,571","1,990",0,0,13,4,2,1,8,6,3,7,5,0,7,2,0,6,0,1,3,1,2,3,6,1,2,6,2,6,4,5,4,7,3
"96,051","1,992",0,0,12,3,1,1,2,8,5,5,2,0,8,3,0,3,2,5,5,4,3,5,7,7,3,4,1,1,7,6,4,2,1
"35,252","1,979",0,0,12,3,1,1,5,6,4,4,2,0,1,2,6,9,0,6,2,6,5,3,3,7,6,6,6,4,5,3,6,1,2
"267,575","1,995",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"95,096","1,985",0,0,11,2,3,1,4,2,4,6,6,0,8,9,0,6,0,5,1,1,4,3,1,3,7,3,4,3,2,5,5,7,6
"354,606","1,996",0,0,16,4,1,1,2,9,5,7,1,0,7,7,0,5,0,7,1,4,3,2,1,5,5,5,2,4,4,3,7,4,5
"317,680","1,996",0,0,11,3,1,1,6,6,4,7,1,0,5,7,6,6,0,4,1,2,3,5,6,3,7,4,5,5,5,4,3,5,3
"349,661","1,996",0,0,11,4,2,1,7,3,3,1,5,0,6,3,3,2,2,3,5,6,1,7,7,4,4,7,4,1,2,4,4,7,4
"233,461","1,994",0,0,12,9,3,1,4,4,5,5,7,0,9,5,3,3,0,7,3,5,3,3,6,1,6,5,8,1,2,2,2,7,3
"387,371","1,997",0,0,14,5,1,1,4,4,4,8,1,0,5,4,0,8,0,1,6,5,1,7,7,7,1,1,7,5,2,3,7,1,5
"376,155","1,997",0,0,14,7,1,1,1,8,5,3,2,0,8,6,3,2,2,5,5,6,3,4,1,6,6,2,3,5,1,3,4,3,6
"382,414","1,997",0,1,11,-1,3,3,8,5,4,3,8,0,2,7,3,9,2,2,1,5,5,1,2,5,2,4,,1,5,1,4,7,6
"250,193","1,994",0,0,11,9,2,1,7,1,5,1,4,0,7,5,0,6,0,4,6,4,5,7,2,2,7,3,4,6,1,4,3,7,7
"391,349","1,997",0,0,12,2,1,1,7,9,4,9,2,0,8,4,3,4,0,5,2,4,2,7,4,2,2,3,1,2,5,7,5,4,3
"376,776","1,997",0,0,15,6,1,3,5,6,4,8,1,0,7,7,6,5,3,6,6,2,1,5,5,5,2,3,3,1,7,6,3,4,4
"353,619","1,996",0,0,13,4,1,1,2,2,3,4,2,0,3,7,3,1,2,1,6,1,1,1,4,2,2,6,6,5,5,7,4,4,3
"330,230","1,996",0,0,11,8,3,1,9,4,2,1,9,1,1,6,6,9,0,4,1,4,7,3,6,2,5,7,2,4,3,6,1,7,3
"387,513","1,997",0,0,16,7,2,1,7,2,4,7,5,1,4,9,6,7,0,7,3,4,2,3,1,1,6,4,6,5,2,3,7,3,5
"38,618","1,981",0,0,15,7,1,3,2,7,5,4,2,0,5,10,3,6,1,7,2,7,3,2,2,4,4,5,5,1,7,6,6,6,3
"294,370","1,995",0,0,12,8,1,1,1,5,4,6,2,0,6,7,3,6,2,4,1,3,4,3,3,5,5,3,5,1,1,5,4,4,7
"250,248","1,994",0,0,14,6,1,1,1,6,4,8,2,0,10,1,6,7,0,3,4,4,4,1,6,3,3,1,3,5,1,2,6,3,6
"390,874","1,997",0,0,11,5,4,4,9,5,3,1,14,0,2,5,3,6,0,7,7,7,7,1,1,7,7,7,2,2,7,6,6,1,2
"314,297","1,996",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"378,265","1,997",0,0,11,2,5,1,9,2,3,1,23,1,1,9,6,9,0,6,1,7,6,7,3,6,7,7,2,3,7,4,4,1,1
"41,324","1,988",0,0,14,4,1,3,1,5,5,9,1,0,8,8,6,5,2,5,5,5,2,5,1,4,7,2,3,2,1,3,7,3,5
"373,088","1,997",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"296,449","1,995",0,0,15,1,1,1,1,4,5,9,2,1,9,4,6,7,1,5,2,6,2,1,7,4,1,4,8,2,7,1,7,1,7
"104,324","1,993",0,0,14,4,1,1,1,7,4,6,1,0,8,3,6,8,1,4,4,4,3,5,6,6,3,2,1,2,6,1,7,1,6
"80,900","1,993",0,1,16,-8,1,1,1,6,4,5,1,0,10,2,3,4,0,3,3,1,1,4,4,2,3,2,,7,2,7,4,3,7
"315,305","1,996",0,0,13,5,2,1,9,5,4,1,4,0,3,9,3,9,0,7,5,7,7,6,1,3,2,4,2,1,3,1,5,5,2
"52,149","1,971",0,0,15,8,2,1,5,5,4,1,3,0,7,9,6,2,0,1,6,6,2,5,1,5,5,5,7,6,5,2,6,3,5
"58,615","1,992",0,0,13,3,3,1,4,4,5,9,9,0,6,8,6,2,2,2,4,1,3,4,2,2,4,3,2,5,5,5,5,6,5
"380,794","1,997",0,0,13,2,3,1,9,5,4,8,6,0,7,6,0,3,3,7,4,5,5,3,1,7,4,6,2,3,6,2,3,5,5
"81,048","1,992",0,1,16,-9,1,1,7,8,4,7,1,0,10,1,6,6,1,1,1,1,5,2,2,4,3,2,,6,1,1,4,6,7
"368,081","1,996",0,0,16,1,2,1,4,7,5,9,3,0,2,5,3,3,3,7,3,1,3,6,5,6,5,5,2,1,4,7,7,2,5
"367,072","1,996",0,0,11,2,3,1,7,3,5,1,6,0,4,6,3,8,0,5,1,1,1,4,5,3,2,2,6,3,7,2,6,3,3
"59,750","1,993",0,0,11,7,1,1,2,7,5,6,1,0,3,10,6,3,0,2,1,5,7,7,6,5,7,7,5,6,4,6,1,6,3
"378,888","1,997",0,0,11,8,2,2,8,4,3,6,3,1,4,4,3,1,0,3,1,1,4,6,7,1,6,5,6,7,4,4,4,7,4
"6,947","1,988",0,0,16,1,1,1,4,8,4,7,2,1,6,9,6,7,2,7,1,1,6,1,3,7,5,3,6,2,3,5,5,3,2
"292,034","1,995",0,0,16,1,1,3,1,9,4,5,1,0,9,5,0,5,2,5,7,2,2,6,5,7,2,3,5,2,4,5,7,3,2
"89,195","1,992",0,1,13,-2,2,1,4,2,5,9,4,0,9,4,0,4,0,2,3,4,5,4,4,2,2,5,,3,7,1,1,7,3
"350,286","1,996",0,0,12,7,1,1,2,5,5,7,2,0,7,10,0,4,0,3,6,5,4,3,4,7,2,3,6,4,3,5,3,6,5
"92,842","1,991",0,1,11,-2,5,2,5,1,5,6,20,1,7,4,0,5,2,2,5,1,2,2,2,1,1,3,,1,3,1,4,7,7
"253,541","1,994",0,1,16,-6,3,3,5,4,3,9,7,0,8,3,0,7,0,2,2,3,4,3,1,4,3,1,,6,1,3,5,3,3
"384,367","1,997",0,0,11,3,1,1,3,9,5,7,1,0,8,6,0,4,1,2,1,2,4,2,6,2,7,5,5,5,6,4,5,5,3
"307,203","1,995",0,0,16,1,1,1,2,3,5,6,1,0,10,3,6,8,1,4,6,1,6,6,5,2,3,3,5,3,3,7,1,5,3
"87,827","1,991",0,1,16,-9,1,1,2,9,4,1,1,0,9,1,0,3,3,5,1,4,3,1,1,3,2,5,,7,1,7,4,3,7
"370,006","1,997",0,0,13,1,1,1,2,4,4,3,2,1,10,3,6,3,0,2,1,7,7,5,2,2,3,7,4,5,5,5,5,4,5
"310,702","1,995",0,1,13,-5,1,1,1,2,6,9,1,0,9,1,0,3,0,4,3,1,4,5,1,2,4,4,,1,4,1,1,5,4
"91,695","1,983",0,0,15,3,1,1,2,7,6,8,1,0,5,5,6,2,2,4,2,4,1,5,5,6,2,4,8,4,7,2,6,2,6
"246,746","1,994",0,0,16,2,1,1,7,9,5,7,2,1,9,4,3,9,0,7,1,1,5,1,6,7,1,4,8,1,4,7,7,2,3
"335,865","1,996",0,0,11,9,4,1,7,2,3,2,14,0,6,8,6,3,0,7,1,7,2,7,7,5,7,7,3,6,3,3,1,3,7
